CALENDAR_YEAR,LOCATION_ID,LOCATION,ETHNICITY,EXPERIENCING_HOMELESSNESS
2023,CA-522,Humboldt County CoC,Hispanic/Latinx,201
2023,CA-522,Humboldt County CoC,Not Hispanic/Latinx,1576
2023,CA-522,Humboldt County CoC,Unknown,226
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Hispanic/Latinx,108
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Not Hispanic/Latinx,273
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2023,CA-524,"Yuba, Sutter Counties CoC",Hispanic/Latinx,526
2023,CA-524,"Yuba, Sutter Counties CoC",Not Hispanic/Latinx,1690
2023,CA-524,"Yuba, Sutter Counties CoC",Unknown,*
2023,CA-525,El Dorado County CoC,Hispanic/Latinx,69
2023,CA-525,El Dorado County CoC,Not Hispanic/Latinx,343
2023,CA-525,El Dorado County CoC,Unknown,31
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Hispanic/Latinx,113
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Not Hispanic/Latinx,410
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,*
2023,CA-527,Tehama County CoC,Hispanic/Latinx,68
2023,CA-527,Tehama County CoC,Not Hispanic/Latinx,380
2023,CA-527,Tehama County CoC,Unknown,62
2023,CA-529,Lake County CoC,Hispanic/Latinx,56
2023,CA-529,Lake County CoC,Not Hispanic/Latinx,264
2023,CA-529,Lake County CoC,Unknown,18
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",Hispanic/Latinx,31
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",Not Hispanic/Latinx,72
2023,CA-531,Nevada County CoC,Hispanic/Latinx,102
2023,CA-531,Nevada County CoC,Not Hispanic/Latinx,759
2023,CA-531,Nevada County CoC,Unknown,73
2023,CA-600,Los Angeles County CoC,Hispanic/Latinx,28486
2023,CA-600,Los Angeles County CoC,Not Hispanic/Latinx,43479
2023,CA-600,Los Angeles County CoC,Unknown,2982
2023,CA-601,San Diego County CoC,Hispanic/Latinx,6848
2023,CA-601,San Diego County CoC,Not Hispanic/Latinx,11847
2023,CA-601,San Diego County CoC,Unknown,415
2023,CA-602,Orange County CoC,Hispanic/Latinx,7124
2023,CA-602,Orange County CoC,Not Hispanic/Latinx,7572
2023,CA-602,Orange County CoC,Unknown,1868
2023,CA-603,Santa Barbara County CoC,Hispanic/Latinx,1433
2023,CA-603,Santa Barbara County CoC,Not Hispanic/Latinx,1390
2023,CA-603,Santa Barbara County CoC,Unknown,86
2023,CA-604,Kern County CoC,Hispanic/Latinx,2647
2023,CA-604,Kern County CoC,Not Hispanic/Latinx,3702
2023,CA-604,Kern County CoC,Unknown,16
2023,CA-606,Long Beach CoC (Los Angeles County),Hispanic/Latinx,1180
2023,CA-606,Long Beach CoC (Los Angeles County),Not Hispanic/Latinx,3072
2023,CA-606,Long Beach CoC (Los Angeles County),Unknown,125
2023,CA-607,Pasadena CoC (Los Angeles County),Hispanic/Latinx,396
2023,CA-607,Pasadena CoC (Los Angeles County),Not Hispanic/Latinx,641
2023,CA-607,Pasadena CoC (Los Angeles County),Unknown,58
2023,CA-608,Riverside County CoC,Hispanic/Latinx,3270
2023,CA-608,Riverside County CoC,Not Hispanic/Latinx,4738
2023,CA-608,Riverside County CoC,Unknown,218
2023,CA-609,San Bernardino County CoC,Hispanic/Latinx,2891
2023,CA-609,San Bernardino County CoC,Not Hispanic/Latinx,4977
2023,CA-609,San Bernardino County CoC,Unknown,64
2023,CA-611,Ventura County CoC,Hispanic/Latinx,1003
2023,CA-611,Ventura County CoC,Not Hispanic/Latinx,1255
2023,CA-611,Ventura County CoC,Unknown,29
2023,CA-612,Glendale CoC (Los Angeles County),Hispanic/Latinx,206
2023,CA-612,Glendale CoC (Los Angeles County),Not Hispanic/Latinx,362
2023,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2023,CA-613,Imperial County CoC,Hispanic/Latinx,1109
2023,CA-613,Imperial County CoC,Not Hispanic/Latinx,182
2023,CA-613,Imperial County CoC,Unknown,39
2023,CA-614,San Luis Obispo County CoC,Hispanic/Latinx,881
2023,CA-614,San Luis Obispo County CoC,Not Hispanic/Latinx,1499
2023,CA-614,San Luis Obispo County CoC,Unknown,115
